Review text,Amazon Rating,Date of Review
\n\n  It leaks also gets heavy very soon . Claims 8 hr but max stay 4 hrs. Rashes are also a big problem.\n\n,1.0 out of 5 stars,Reviewed in India on 6 November 2020
"\n\n  Most time issues in leakage & less absorbancy other wise good product , good softency\n\n",4.0 out of 5 stars,Reviewed in India on 12 March 2021
"\n\n  This is a fake product, our baby had terrible skin rashes after wearing these.  We always buy Huggies wonder pants...but this is a fake item...beware!\n\n",1.0 out of 5 stars,Reviewed in India on 29 August 2019
\n\n  I bought for my baby . But it is completely bad choice from me I trusted on huggis and they letdown my expectations. Last product I bought that is good and leak proof but this is leaking all diapers after use 15 diaper.\n\n,1.0 out of 5 stars,Reviewed in India on 7 December 2019
"\n\n  Product quantity is very Bad. Earlier I have purchased same product repeated times and it was good Products. Recently We purchased again this Diapers but this is worst. Diapers Leaking anytime, Absorbency quality very Bad. I am very much offended. I will shifted my mind from Huggies to other.\n\n",1.0 out of 5 stars,Reviewed in India on 26 July 2020
"\n\n  This time the quality of the diaper is poor. Earlier I had ordered monthly pack of Huggies large diapers that was good on that basis of quality i order it again but really disappointed now after seeing the quality of the product, management need to see to it.\n\n",1.0 out of 5 stars,Reviewed in India on 26 November 2019
\n\n  This is one the best daiper available. Doesn\u2019t leak. A bit smaller than Mamy PoKo yet equally leakproof and softer.\n\n,5.0 out of 5 stars,Reviewed in India on 31 May 2020
\n\n  I guess this is the first time I purchased something from Amazon and I didn't liked it at all the absorbent quality of these diapers are very poor\n\n,2.0 out of 5 stars,Reviewed in India on 15 May 2020
\n\n  The worst ever diaper . Do you think we are fool to buy buy such a product for this much cost . 1000 RS waste of money . In each and every diaper the gel is leaking and my baby has got rashes bcuz of the cheap diaper. I need proper explanation for this  from the dealer.\n\n,1.0 out of 5 stars,Reviewed in India on 13 September 2019
\n\n  First I  appreciate promp delivery.I have used huggies for my baby for the past one year and it's tje best. I wish I could buy tje monthly pack of 128 count if you deliver to our area.\n\n,5.0 out of 5 stars,Reviewed in India on 14 July 2019
\n\n  good product..comparision to other diapers  huggies is better than other companies..go for it..reasonable price \U0001f44c\U0001f44d\n\n,4.0 out of 5 stars,Reviewed in India on 10 November 2020
\n\n  I usually prefer Huggies always ...but this I don't think so the product I received is genuine ... Usually Huggies L size will fit perfectly for my son ...but this time it doest fit perfect n lot of leakage n it doesn't absorb well...Guess Amazon cheated me this time with a fake one.\n\n,2.0 out of 5 stars,Reviewed in India on 24 April 2019
"\n\n  Not good as it doesn't lasts a night, when I reported this to customer care, they said it has been tested on minimal pee absorbed.\n\n",1.0 out of 5 stars,Reviewed in India on 25 December 2020
\n\n  It\u2019s an worst diaper ever used. My baby\u2019s sleep is totally getting disturbed because of this diaper. Urine is coming out of diaper. Not leakage proof. No absorption. It makes my baby feel wet all over the night. Disgusting. I ll never purchase this product again.\n\n,1.0 out of 5 stars,Reviewed in India on 6 September 2020
\n\n  EXCELLENT PRODUCT MADE BY INDIA'S NO.1 COMPANY SO SOFT DIAPER NO LEAK PROOF\n\n,5.0 out of 5 stars,Reviewed in India on 15 April 2021
\n\n  Amazon should really have a good quality control team to stop these frauds from supplying fake products.The 1 purchase of the same product was of very good quality. But when I reordered the same product they put a small amount of discount and gave a 3rd class product.\n\n,1.0 out of 5 stars,Reviewed in India on 27 July 2019
"\n\n  I hate it, been using Huggies for a while now. This particular pack has some issues, since yesterday, 4 diapers in a row has been leaking. This is Huggies c'mon ...has to be fake or defective packets ...damn ..one full unopened pack is still lying with me ...m worried they might also leak\n\n",1.0 out of 5 stars,Reviewed in India on 9 August 2015
"\n\n  Nice product was using for my kids,value for your money and delivery reach on time for all these orders,cheaper for the market price.\n\n",4.0 out of 5 stars,Reviewed in India on 21 March 2021
"\n\n  I feel it's  a duplicate product or very sub standard product, it's so shocking to see such kind of product in baby products.It was leaking in the sides and it was getting torned easily and as I cannot return I just throwed it away. I will try positing some pictures as one are should letft over\n\n",1.0 out of 5 stars,Reviewed in India on 27 August 2019
\n\n  I am a regular customer of amazon from last 3 yrs. but this time I think a got a duplicate product because I have to change baby\u2019s diaper at least 3 times at night it leaks in the morning.\n\n,1.0 out of 5 stars,Reviewed in India on 27 January 2020
\n\n  I have used number of brands in Diapers but huggies is best among all..It is 100% leak proof and soft also... Baby is comfortable in it... Happy Huggies :)\n\n,5.0 out of 5 stars,Reviewed in India on 26 August 2020
"\n\n  Product is good but we have received only one pack (46 diapers) out of 2 pack. So please kindly look into this issue.Thanks,Bala\n\n",3.0 out of 5 stars,Reviewed in India on 21 June 2020
"\n\n  These are good absorber and good fitting, good for your child..\n\n",5.0 out of 5 stars,Reviewed in India on 22 April 2021
\n\n  Worst product they gave me all damaged products and delivered to me don't buy her after my rs 740 wasteDamage list1 inside gems leakings2 we can't to open the pants also its fully pasted64 pants same like thatHow this pants they are sent to customer without checking\n\n,1.0 out of 5 stars,Reviewed in India on 14 June 2020
\n\n  Worst pack of Huggies received with faulty stitching. Always leaking.\n\n,1.0 out of 5 stars,Reviewed in India on 19 March 2021
"\n\n  The diapers I got this time was of very poor quality. It's the problem with the seller, the product wasn't original. I have been using Huggies for a long time now for my kid. This product was miserable.\n\n",1.0 out of 5 stars,Reviewed in India on 17 March 2021
"\n\n  The item is in pant it cannot be opened, it can only be pulled up & down, thereby making cleaning more messy.This property is not mentioned any where in the web page, be aware of it\n\n",3.0 out of 5 stars,Reviewed in India on 7 October 2019
\n\n  The quality of the product has detoriated over the last two subscription. Once the package arrived damaged this time the soaking is not working properly. My baby is having rashes after using this diaper.\n\n,3.0 out of 5 stars,Reviewed in India on 28 January 2021
\n\n  It doesn\u2019t cover fully. Accident does happen. But It did the job mostly.\n\n,4.0 out of 5 stars,Reviewed in India on 22 December 2020
\n\n  As of now the best for regular use be it day and night time.\n\n,5.0 out of 5 stars,Reviewed in India on 22 March 2021
\n\n  Softness is awesome. Very soft and comfortable for babies\n\n,5.0 out of 5 stars,Reviewed in India on 13 April 2021
\n\n  Soft& comfortable BUT Leaks within less timeSometimes My baby gets rashes\n\n,3.0 out of 5 stars,Reviewed in India on 10 February 2021
\n\n  Very Good Packings and Good ProductGood Absorbency\n\n,5.0 out of 5 stars,Reviewed in India on 18 April 2021
\n\n  My baby developed a lot of rashes after using this product.The quality is not good at all.\n\n,2.0 out of 5 stars,Reviewed in India on 13 June 2020
\n\n  Was bit confused aftr reading to d otrs review .. but everything look good.. hope my baby b comfortable ..\n\n,5.0 out of 5 stars,Reviewed in India on 26 August 2020
\n\n  Product is very useful for babies. It gives relief from child's discomfort. Child friendly and easy to use. Price is slightly goes up but result will definitely ignore this.Thank you Huggies.\n\n,4.0 out of 5 stars,Reviewed in India on 2 March 2021
\n\n  Leaks occasionally when the child sleeps sideways. Otherwise superb on all parameters.\n\n,4.0 out of 5 stars,Reviewed in India on 29 October 2020
"\n\n  These are good for day use but do not use for overnight as they will surely leak.Huggies quality in India is horrible on comparison to the quality they have in US or Canada, did not face any issue there.\n\n",3.0 out of 5 stars,Reviewed in India on 6 March 2020
\n\n  pants are good they observe well and never leak but its too smelly and if it half full it stinks like you r in fish market.... please huggy solve this and as per me i am not using this again...because its too smelly.\n\n,2.0 out of 5 stars,Reviewed in India on 18 April 2021
\n\n  Cheated by Amazon.Fake product completely duplicate product received .Never gonna buy huggies or any branded items from amazon. Utterly disappointed\n\n,1.0 out of 5 stars,Reviewed in India on 5 February 2021
\n\n  Worst product pls don't buy anybodies waste of money because heavy leakage for one time use my child it will not use atleast 3 hrs this is not pampers\n\n,1.0 out of 5 stars,Reviewed in India on 17 December 2020
\n\n  Absolutely a very bad product... with in an hour.. the diaper is full and when removed all the gel within comes out every time. Highly recommend not to use this product at all\n\n,1.0 out of 5 stars,Reviewed in India on 15 November 2019
"\n\n  We were using mamy pocko pants for our kid same size but actual size of this product is much small, both the pant size and diaper material used in the diaper pant. The product had 4 independent packets of 32 pieces each but one can't replace even if others were unused. So a complete loss.. don't buy for kids with weight over 12Kg.\n\n",1.0 out of 5 stars,Reviewed in India on 13 February 2019
"\n\n  Have been using these for quite some tine now. The last batch I received seemed to be of much lower quality, seem to leak & overflow on a regular basis.The elastic bands also seem to be giving up much sooner, unlike earlier.\n\n",2.0 out of 5 stars,Reviewed in India on 22 June 2020
\n\n  I AM DISSATISFIED WITH THIS PRODUCT AS LEAKAGE IS HAPPENING AND TOO TIGHT FOR MY LEAN GIRL (9kg).....i MOVED TO COMPETITION PRODUCT AND IT IS ECONOMICAL AND VERY BETTER THAN THIS.\n\n,3.0 out of 5 stars,Reviewed in India on 17 February 2021
\n\n  Always ordered  bubble bed technology one bt this tym received old product ... disappointed.\n\n,1.0 out of 5 stars,Reviewed in India on 19 March 2021
"\n\n  If you are so caring about your baby than without thinking go for it. I'm buying it from 2 years till now no problem of leakage, rashes. It is so soft. Love the product. Very useful for winter season,Because thats the time when baby gets wet many times.\n\n",5.0 out of 5 stars,Reviewed in India on 27 September 2019
\n\n  Very bad quality. My kid was using regularly but from now on quality is so bad. Each 4 he's need to change it. After new package or design like dotbed its quality gone.\n\n,1.0 out of 5 stars,Reviewed in India on 22 September 2020
"\n\n  I have tried all the other brands. According to mu experience ,Huggies is the best compared to other brands  with regard to absorbency, leak proof , softness .\n\n",5.0 out of 5 stars,Reviewed in India on 14 August 2020
\n\n  It's the worst diaper ever used for my toddler. It doesn't absorb at all and it leaks fully. Please don't buy this product.\n\n,1.0 out of 5 stars,Reviewed in India on 10 November 2019
\n\n  Huggies wonder pants have been definitely wonderful in being a best diaper for the baby. It is soft on baby and has best absorbency ever when compared to other brand diapers that I have bought for baby.\n\n,5.0 out of 5 stars,Reviewed in India on 12 December 2019
\n\n  I personally didn\u2019t liked the product as it dsnt have soft edges bcoz of which the child developed rashes on the thigh area.\n\n,1.0 out of 5 stars,Reviewed in India on 14 February 2020
\n\n  Though i was using pampers premium and they are the best in market but costly. Then i started using these and found quite good and i have switched to these  now.\n\n,5.0 out of 5 stars,Reviewed in India on 24 June 2020
\n\n  Huggies diaper is not good brand because of bad quality rather buy pamper or Himalaya. One of the worst diapers I\u2019m going back to pampers\n\n,1.0 out of 5 stars,Reviewed in India on 3 August 2019
\n\n  Don't buy it.. it's not good for a baby specially in winter. Not absorb perfectly and always wet which cause rashes.\n\n,1.0 out of 5 stars,Reviewed in India on 15 December 2020
\n\n  The product says 12 hour absorption but this one cannot even stand for 4 hours....And not just 1 or 2 Huggies but the whole lot of 64 pcs of Huggies were same. My baby can wear it for maximum 4 hours and within that time it's get leaked and we need to change it.FULLY DISAPPOINTED WITH THE PRODUCT.\n\n,1.0 out of 5 stars,Reviewed in India on 4 January 2020
\n\n  Leaks in 4 hours. Gets fully saturated in 3 to 4 hours\n\n,3.0 out of 5 stars,Reviewed in India on 1 March 2021
"\n\n  The product received is highly absorbent,leak proof and it's really soft to the skin of my boy.\n\n",5.0 out of 5 stars,Reviewed in India on 8 October 2019
\n\n  Bought for my son. It's very comfortable and absorbancy is also Good\n\n,5.0 out of 5 stars,Reviewed in India on 30 October 2020
\n\n  Diapers are not good. They are not absorbing and was not strong enough every time its getting burst and all the stuff inside is getting stuck to  the baby body. It's very bad one and not good for the babies\n\n,1.0 out of 5 stars,Reviewed in India on 16 December 2020
\n\n  N I c e V a l u e F O r M O n e y \u270c \U0001f44d\U0001f642\n\n,4.0 out of 5 stars,Reviewed in India on 5 April 2021
\n\n  Product is good. This is the best price at this moment. Delivery is very fast for this product at my address.\n\n,4.0 out of 5 stars,Reviewed in India on 8 August 2020
"\n\n  I guess this is a duplicate product. Usually I buy from firstcry, this was the firs time I bought this product from amazon n the quality of the product is completely different, these ones r bigger in size, thinner in material and inferior in quality then the same ones from firstcry. Really feel cheated after a prime customer for years.\n\n",1.0 out of 5 stars,Reviewed in India on 6 August 2019
\n\n  After reading so much reviews I've been ordered wonder pants but you khow what its not working even 4 hour as it claims.I found that mammy poko pant are far better than huggies wonder pants.\n\n,2.0 out of 5 stars,Reviewed in India on 29 September 2018
\n\n  I ordered a monthly pack spending 1280 for 128 diapers pants but not at all satisfied with the product quality. It leaks and also does not last more than 3-4 hrs. Sad to see that this item is non returnable as I feel cheated and forced to use an expensive product with poor results\n\n,1.0 out of 5 stars,Reviewed in India on 25 January 2019
\n\n  Really nice product i have got. My kid feel more comfortable in this rather other products. This has bubble feel which avoid rashes.\n\n,5.0 out of 5 stars,Reviewed in India on 18 March 2021
\n\n  It's really better than pampers which cost too much if compared with huggies.Softer and thicker than other diapers. The new bubble cushion make it really soft.\n\n,5.0 out of 5 stars,Reviewed in India on 23 October 2020
\n\n  Good diapers. But not excellent. Better than Pampers and mammy poko pants. But below ranked from some diapers company. Too much costly. Large size pants per day costing is 11 to 14 rupees.\n\n,4.0 out of 5 stars,Reviewed in India on 8 October 2019
\n\n  It was delivered like this.  Diapers like means the whole packet got wasted. Now how we are suppose to use this.\n\n,5.0 out of 5 stars,Reviewed in India on 8 April 2021
\n\n  Best so far. I have used many polo pants and pampers and Huggies.. so far these ones r my favourite.it really suits my baby\n\n,5.0 out of 5 stars,Reviewed in India on 13 August 2019
\n\n  Very disappointed....I had ordered for a pack of Large diapers but received a pack of small diapers.....It is of no use as my baby weighs 14 kgs and the diapers I have received are effective upto 8 kgs only....sheer waste of money.....\n\n,1.0 out of 5 stars,Reviewed in India on 22 August 2019
\n\n  Seems to be duplicate product. Product which I bought from medical store has excellent absorbency. Product delivered by Amazon leaks midnight.\n\n,2.0 out of 5 stars,Reviewed in India on 13 September 2020
\n\n  Quality of the product reduced and it's not even able to take more than one urine. Always having the fear if leak. Supples is far better and cheaper than this.\n\n,2.0 out of 5 stars,Reviewed in India on 20 October 2018
"\n\n  Product is damaged, elastic is too loose and it gets torn. I have been using Huggies for my child since last 9 months but this time it's totally waste of money. And if products are not good then why there is no return policy for Huggies?. Please check the quality  and then say return policy is not eligible for this product.\n\n",1.0 out of 5 stars,Reviewed in India on 22 August 2019
"\n\n  Not worthy, I felt some difference when buying same product from city market and buying it online. Its absorbing capacity is very less whereas its written for 12hr it does not last 4 hrs. Dont buy this product\n\n",1.0 out of 5 stars,Reviewed in India on 23 September 2019
\n\n  In this particular batch which Amazon has delivered we got many defective diapers which are so thin very poor absorbency and not at all leak proof .. Un happy with Huggies manufacturing don't know how this batch has pass qc and came\n\n,1.0 out of 5 stars,Reviewed in India on 10 October 2019
\n\n  I got the dameged product. It's already opened. Outof 46 only 37 pads available. I ordered many time this but first time I received so. Please take necessary action. Thank you.\n\n,1.0 out of 5 stars,Reviewed in India on 13 September 2020
"\n\n  One of the worst product I would say, leaking after 3-4 hours of use.Usually I was using Mamy poco pants but due to unavailability of the same due to covid 19 pandemic I had to buy Huggies and now I am regretting my decision.Very very disappointed\n\n",1.0 out of 5 stars,Reviewed in India on 25 April 2020
"\n\n  First time ordered product was original. When ordered for second time I received a fake product, only the package was same inside diapers were completely different even in design, material was rough and sizes were different. In a packet of large some diapers were medium some were even small. Do not buy from this seller.\n\n",1.0 out of 5 stars,Reviewed in India on 22 August 2019
\n\n  Product is good. But came with poor packaging. No outer covering \u2639\ufe0f Bill was stuck directly on diaper package. Not expected specially during covid scenario.\n\n,5.0 out of 5 stars,Reviewed in India on 10 August 2020
\n\n  Nice product to use ..very soft daiper..I like that..but sometimes leaking..I used this Huggies pants last 2 years only..Is not much better..but it's ok to use for babies.comparing to other  daipers pants Huggies is better to use.\n\n,4.0 out of 5 stars,Reviewed in India on 18 July 2020
\n\n  Got in bad condition.. with tampered.. delivery boy said to return... But it is not returned item..Moreover it is duplicate product...Original one has 48 PC's per pack .Where as dis one has 46 pack only..\n\n,1.0 out of 5 stars,Reviewed in India on 16 September 2019
\n\n  This packet is very bad and it is teared in pack itself. Absorbing material is coming out.\n\n,1.0 out of 5 stars,Reviewed in India on 27 October 2020
"\n\n  Very bad product. I always use Pampers for my baby since one and half months but there was nothing any problem ( rash or etc.).When I use huggies first time( use one diaper) , I look that baby's skin got rashes and red. The huggies is not skin friendly..So Friends ..I hope you think deeply before you buy....\n\n",1.0 out of 5 stars,Reviewed in India on 18 May 2019
\n\n  According to Rates .  It's cheapest and also quality is average.  Else go for mamy poco .. but it will cost you more.\n\n,3.0 out of 5 stars,Reviewed in India on 10 November 2020
\n\n  Nice and comfortable product . My child feel comfortable with this diaper it's really a leak proof and soft\n\n,5.0 out of 5 stars,Reviewed in India on 27 December 2019
\n\n  Product quality is ok but maximum time my baby suffering with leaking problemElastic quality is very bad so I suggest don't buy this product.\n\n,4.0 out of 5 stars,Reviewed in India on 20 December 2019
\n\n  Shopped over a lakhs Rupees over last 9 months.... But these people can't accept a single replace option....Worst service.... These people don't care for customers....Uninstalling app now.... And I will suggest this to hundreds of my friends.....\n\n,1.0 out of 5 stars,Reviewed in India on 21 March 2020
"\n\n  It is leaking every day. Kids dress and bedsheets are getting wet. Except leak proof, other things are ok.\n\n",2.0 out of 5 stars,Reviewed in India on 6 October 2019
"\n\n  One of the worst diapers that I have bought for my baby. Its is only good for soaking baby pee and not good otherwise. It always leaks from the side thus making the clothes all wet. Believe me I have used all 3 brands like pampers, mamy poko etc but this one is the worst.\n\n",1.0 out of 5 stars,Reviewed in India on 11 August 2018
\n\n  Product is good but I ordered for 2 packets of 46 counts( total 92 counts) where as I received only 1 packet with 46 counts. This is clear cheating.\n\n,1.0 out of 5 stars,Reviewed in India on 26 July 2020
"\n\n  The diapers are soft for baby's skin, but it leaks from sides every time and stains the pants.They absorb very less and mostly leaks very easily.\n\n",3.0 out of 5 stars,Reviewed in India on 3 November 2019
\n\n  Good product.Leak proof and give a softness and feel good for 6 hrs to baby\n\n,5.0 out of 5 stars,Reviewed in India on 23 March 2021
\n\n  This product is not at all original.The diaper becomes wet during the first instance of the toilet itself. My baby used to cry a lot after wearing this diaper. Please don't get fooled like us by seeing discount price. It's better not to purchase from here.\n\n,1.0 out of 5 stars,Reviewed in India on 10 November 2019
"\n\n  This product large size huggeis wonder pants it has zero absorbency,,,, it sometimes leaked.... And the baby is not at all comfortable with these pants.... It is itchy.... These pants are totally waste of money and comfort  ..... I'm fully disappointed with the ""large size huggeis wonder pants monthly pack "".....\U0001f44e\U0001f621\n\n",1.0 out of 5 stars,Reviewed in India on 8 July 2019
\n\n  Well among the products  made for babies  by different  companies.. i trust huggies  the most.  But of late  i have  received  a substandard  quality  large size huggies. Earlier  i recieved the  good  quality.. please see to it .\n\n,2.0 out of 5 stars,Reviewed in India on 3 February 2020
\n\n  Its odour is cool and fresh...\n\n,4.0 out of 5 stars,Reviewed in India on 5 May 2021
"\n\n  We have subscribed for the monthly box and for the past two times the quality was good .The recent one seems to be a duplicate or a cheap copy, it withers off and doesn't last for more than 2 hrs...it is also causing rashes...\n\n",1.0 out of 5 stars,Reviewed in India on 21 August 2020
\n\n  Worst Diapers I have ever bought . It is not even withstanding for one hour\n\n,1.0 out of 5 stars,Reviewed in India on 6 December 2020
\n\n  I would prefer premium quality mamy poko pants rather than any pants its best\n\n,1.0 out of 5 stars,Reviewed in India on 13 September 2020
\n\n  Very bad quality of product we have received.normally we use same product when we bought online the result was opposite.Very sad\n\n,1.0 out of 5 stars,Reviewed in India on 24 September 2019
\n\n  I used to buy Huggies for my 2 years kid from amazon. But this time i have a worst experience. Worst quality and the diaper is leaking. I think duplicate product is distributing by sellers.very disappointed..Do the needful\n\n,2.0 out of 5 stars,Reviewed in India on 23 May 2019
"\n\n  I use to buy this for my kid regularly, but the last consignment which I receive, that product was not quality product, that is showing some outside entry or duplicacy.I am little bit worried on this.This time I am planning to purchase other than this, who can give a quality product\n\n",3.0 out of 5 stars,Reviewed in India on 22 October 2019
\n\n  Not happy wihB he product. Doesn't have absorbents in the sides. Always get leaked in every night. I was using momy poco pants fir mu kid and thought to shift Huggies for better results but got disappointed\n\n,1.0 out of 5 stars,Reviewed in India on 12 October 2020
\n\n  The worst diaper I have ever used for my baby. It leaks and tears frequently .. very low quality .. I would never recommend Huggies  diapers to any parents for their babies\n\n,1.0 out of 5 stars,Reviewed in India on 29 July 2020
\n\n  Very baD quality..don't buy it if u care for ur baby..my baby was very happy uncomfortable while wearing it..and if ur baby if sleeping inone position for too long than diaper will leak\n\n,1.0 out of 5 stars,Reviewed in India on 26 July 2020
\n\n  Adsorbs well and soft and prevent rashes but leakage usually occur. Reasonable price.\n\n,4.0 out of 5 stars,Reviewed in India on 27 September 2020
"\n\n  I have twin sons. thanks to amazon to make my life easy atleast from ""Mission - purchasing diapers"" side.Also, m fully satisfied by the quality of Huggies.\n\n",5.0 out of 5 stars,Reviewed in India on 19 November 2019
"\n\n  Bestest diapers for my baby.So comfortable,soft, leak proof.My baby love to wear this diapers as it is so light weight.\n\n",5.0 out of 5 stars,Reviewed in India on 27 February 2021
"\n\n  Quality is worst, some diapers have small holes in the side of the diapers. I thought it\u2019s worth for money. Since I was using Huggies for 5 more years, never saw like this type of quality. Worst experience ever.I\u2019m feeling to change some other brand like mummy Poko.\n\n",1.0 out of 5 stars,Reviewed in India on 4 February 2019
\n\n  Certainly it leaks. No wonder it's cheap than pampers. Doesn't even last two hours\n\n,1.0 out of 5 stars,Reviewed in India on 18 July 2020
\n\n  Received defective product and cannot have refund\n\n,1.0 out of 5 stars,Reviewed in India on 6 December 2020
"\n\n  Very very bad quality, also caused rash to my son better to stick to original this looks cheap second copy\n\n",1.0 out of 5 stars,Reviewed in India on 15 October 2019
"\n\n  I tried once, it's not that good what I expected. Need to change after 6h. Mummy pokopant is much better than this.\n\n",3.0 out of 5 stars,Reviewed in India on 12 November 2020
"\n\n  Far mfar better than Pampers,Many Poko,Himalayan etc...Only Huggies has highest capacity,dont cause any rash,not unnecessarily bulky,super soft and baby sleeps peacefully wearing it...\n\n",5.0 out of 5 stars,Reviewed in India on 20 May 2019
\n\n  Quality just ok...decent price\n\n,3.0 out of 5 stars,Reviewed in India on 17 April 2021
"\n\n  Nice quality of diaper like softness,leak proof.\n\n",5.0 out of 5 stars,Reviewed in India on 24 April 2021
\n\n  Diaper leaks in just 3 hrs.. Really doubt it's authenticity.. Useless product.. Can't replace as per policy.. Wasted more than 2100rs..\U0001f641\n\n,2.0 out of 5 stars,Reviewed in India on 12 September 2019
\n\n  Not as described for 12 hours ! It leaks in within 8-9 hrs.\n\n,5.0 out of 5 stars,Reviewed in India on 8 November 2020
\n\n  The worst product we have thrown around 100 diapers to dist bin because of diaper rashes.Every diaper will create rashesEvery diaper will  leaksNO Quality\n\n,1.0 out of 5 stars,Reviewed in India on 16 December 2019
"\n\n  The product is of no use as this diaper gave rashes to my 15 month old baby, she never had rashes for so long before we used HuggiesWe used this for the first time and our baby had terrible rashes, would not recommend this , This is my experience as a father..\n\n",1.0 out of 5 stars,Reviewed in India on 7 September 2018
\n\n  My baby is now 2 years and from the very beginning i am using this diaper for y little one.often i use pampers mamy poco and himalaya also. But according to me huggies is best.\n\n,5.0 out of 5 stars,Reviewed in India on 14 December 2020
\n\n  As I am regular buyer from amazon. And it's worst product till date.It's very leaky lose fitting product..also my boy has developed infection.After complaint they have assured for replacement but now they are denying as the date of return is passed. Extremely disappointed.\n\n,1.0 out of 5 stars,Reviewed in India on 26 June 2019
\n\n  It's better to wear but the time it's given to absorb it's not true only 2 to 3 hrs work after that its leaked And 1very important thing it's that after 2to 3 hrs baby getting red rashes and its itching also Not so good product\n\n,3.0 out of 5 stars,Reviewed in India on 14 June 2019
\n\n  Good product for baby\n\n,5.0 out of 5 stars,Reviewed in India on 14 April 2021
\n\n  Absorbency is great but sometimes it leaks from sides...its soft as cloth...overall a good buy!\n\n,4.0 out of 5 stars,Reviewed in India on 8 February 2020
"\n\n  Horrible product. Received duplicate product. My baby got very severe rash. Please don't cheat in baby products. I have always quality huggies diapers ordered from Amazon, but from now I am not ordering diapers from Amazon\n\n",1.0 out of 5 stars,Reviewed in India on 5 September 2019
\n\n  Very worst product dont use anyone to this product no quality and huggies gives big sore on my 2 years baby bum.i will be Never use this item.also reqest to amazon dont sell this product.it may occur two time.\n\n,1.0 out of 5 stars,Reviewed in India on 12 June 2020
\n\n  I frequently purchase buggies diapers in amazon but this time the product was worst and the diapers quality also there is no softness and it\u2019s also thin please get it back the product don\u2019t post such low quality products in the amazon.\n\n,1.0 out of 5 stars,Reviewed in India on 13 August 2019
"\n\n  Waste product better dont buy this pants,instead of this dry pants is good compare to this..given very thin layer no absorption.\n\n",2.0 out of 5 stars,Reviewed in India on 13 January 2021
\n\n  I have always been huggies fan so im happy... only thing is online prices can b little more competitive...\n\n,4.0 out of 5 stars,Reviewed in India on 11 March 2020
\n\n  I always preffer huggies. But this time i am very disappointed with the supplier. 5 peices are damaged. See in pic. But as a brand i always trust huggies. Best.But this time by the side of supplier i am very dusappointed\n\n,2.0 out of 5 stars,Reviewed in India on 6 August 2019
\n\n  Got it for 9.5 and you won't get the same so cheap anywhr else. Quality wise softness and absorbency is good. Go for it without thinking.\n\n,5.0 out of 5 stars,Reviewed in India on 21 February 2021
\n\n  Good discount. Nicely packed. Dipers in good condition.\n\n,4.0 out of 5 stars,Reviewed in India on 7 November 2020
\n\n  Very bad abosorbancy. Urine is leaking from 2 below Sides before 10 hrs. Can not use for night. I bought 92 diapers packet. Will not buy again.\n\n,2.0 out of 5 stars,Reviewed in India on 26 September 2020
\n\n  Completely disliked the product ... sad part is hoping that it would be the best pants  we had ordered big 2 packs .. and ended up discarding it as it was non - returnable.\n\n,1.0 out of 5 stars,Reviewed in India on 12 February 2021
"\n\n  It's not absorb as mentioned on packet. Just 6 hours are enough to change. Comparing to Mammy, this is worst. Mammy pant is the best.\n\n",1.0 out of 5 stars,Reviewed in India on 9 March 2020
"\n\n  The current pack that I bought is very bad, it's Layers are not good and the absorbing is also nice to good .I really don't understand why this happened as Huggies diaper's are usually very good\n\n",3.0 out of 5 stars,Reviewed in India on 24 September 2020
\n\n  Seems like there is a difference when you buy in store and buy when online the quality of the product feels different if you buy from here.Diapers are of poor quality. Stiches comes off and softness is not upto the mark.\n\n,1.0 out of 5 stars,Reviewed in India on 18 May 2020
\n\n  Not gud for over night it starts leaking. 12 hours protection is not true. May be good for daytime.\n\n,3.0 out of 5 stars,Reviewed in India on 15 September 2019
\n\n  Daiper will Leaks little bit if it over flows\n\n,5.0 out of 5 stars,Reviewed in India on 27 August 2020
\n\n  Was using the product since 1.5 years and baby used to sleep for 7- 8 hours without any leak. But last pack of diapers we got was not good. Baby wakes up after 2-3 hours because of the leaking.\n\n,1.0 out of 5 stars,Reviewed in India on 3 November 2020
\n\n  Received only one item.even though paid for two packets.\n\n,1.0 out of 5 stars,Reviewed in India on 29 September 2020
"\n\n  These diapers are leaked within 2 hours of usage and I have used purchased diapers for my baby so many time but this time quality was worst , it leaks within 2 to 3 hours of usage.\n\n",1.0 out of 5 stars,Reviewed in India on 8 September 2019
\n\n  This is good than what I expected.... However it's not as soft as pampers premium but it's good compared to normal pampers.\n\n,4.0 out of 5 stars,Reviewed in India on 4 January 2021
\n\n  Brought during offer sale.. worth...\n\n,5.0 out of 5 stars,Reviewed in India on 25 April 2021
\n\n  Love this product. Absorbency is up to the point. Its soft and has got such good fragrance.\n\n,4.0 out of 5 stars,Reviewed in India on 25 August 2020
\n\n  This product was a worst product I have ever seen in diapers . It doesn't absorbs liquid at all. Full leakage . Ultimately no use for the product. There is no return policy also. Please don't buy it.\n\n,1.0 out of 5 stars,Reviewed in India on 28 May 2020
"\n\n  The new thing ""Bubble Bed"" is amazing. Absorbing is improved. Very soft.\n\n",5.0 out of 5 stars,Reviewed in India on 14 June 2020
\n\n  it fits the child well and is very relaxing\n\n,4.0 out of 5 stars,Reviewed in India on 30 August 2020
"\n\n  It was leaking and of poor quality , when called customer service at amazon , they asked me to contact Huggies customer care as they are not responsible for the quality.\n\n",1.0 out of 5 stars,Reviewed in India on 12 August 2019
