Review text,Amazon Rating,Date of Review
"\n\n  Not completely leake proof..good for short distance travel, buy larger size for comfort and good absorbency,.there was no rashes or itching...\n\n",4.0 out of 5 stars,Reviewed in India on 27 April 2021
\n\n  Perfect leak proof and good absorb capacity.\n\n,5.0 out of 5 stars,Reviewed in India on 29 July 2020
"\n\n  Very very bad, diaper leaks after 2 hours of changing and the baby clothes are fully wetBad quality and bad absorbanceNot recommended\n\n",1.0 out of 5 stars,Reviewed in India on 19 January 2021
"\n\n  Not quite sure what\u2019s wrong but these diapers keep leaking. Have bought these in the past, but have never faced this issue before.I should have paid attention to the other reviews pointing out this defect.\n\n",3.0 out of 5 stars,Reviewed in India on 22 November 2019
\n\n  The best out of competition\n\n,5.0 out of 5 stars,Reviewed in India on 21 April 2021
\n\n  Good quality\n\n,5.0 out of 5 stars,Reviewed in India on 29 April 2021
"\n\n  I purchased this product for my baby, it doesn't keep dry even for an hour. Quality is very poor, Overall waste product. Please never buy this product for your baby. HUGGIES BRAND IS GOING NO WHERE. I never recommend this product and Huggies brand to anyone.\n\n",1.0 out of 5 stars,Reviewed in India on 29 October 2019
\n\n  Diaper is getting leaked within 2 hours  after it is weared  and it is different from what we brought from medical shop. No proper leakage proof and we changing 3 diapers during night time\n\n,1.0 out of 5 stars,Reviewed in India on 5 December 2020
"\n\n  Its a great product. I used to use Mammy poko pants, but my baby is happy with the softness of this.\n\n",5.0 out of 5 stars,Reviewed in India on 17 July 2019
\n\n  It's very soft and comfortable for baby.\n\n,5.0 out of 5 stars,Reviewed in India on 28 August 2020
\n\n  Comfortable\n\n,5.0 out of 5 stars,Reviewed in India on 24 April 2021
\n\n  Good product and with quality\n\n,5.0 out of 5 stars,Reviewed in India on 16 November 2020
\n\n  I got damage product  ... product packet was tored.\n\n,1.0 out of 5 stars,Reviewed in India on 8 July 2020
\n\n  Product quality not that good. Leaks easily and absorbing capacity also less.\n\n,2.0 out of 5 stars,Reviewed in India on 3 October 2020
\n\n  Worst and third rated diapers sold to the regular customer of Huggies ..they are neither absorbing nor leak proof.. it's a monthly pack but we almost used all in 15 days...\n\n,1.0 out of 5 stars,Reviewed in India on 19 January 2020
"\n\n  Always has been a good product. However, my last ordered product is not as satisfactory as before. All materials are good, but the product is badly tailored.\n\n",4.0 out of 5 stars,Reviewed in India on 1 September 2019
"\n\n  Using this product since 6 months, its main advantage over others is that it is soft on baby skin and will not leave hard rashes.\n\n",5.0 out of 5 stars,Reviewed in India on 18 August 2019
\n\n  Very bad quality dippers .\n\n,1.0 out of 5 stars,Reviewed in India on 30 October 2020
\n\n  Suits my kids skin. Never had rash even after hours\n\n,5.0 out of 5 stars,Reviewed in India on 22 September 2020
"\n\n  Very bad quality dipper, It is crack when it wear by my baby. I bought it third time but in time all dipper are I have received very bad quality.\n\n",1.0 out of 5 stars,Reviewed in India on 20 August 2020
\n\n  Quality of this diaper is very very bad as compared to the previous one ..the material is very thin and just tear off wen strechtd a little bit from waist..i am really disapointed by the product this time..\n\n,1.0 out of 5 stars,Reviewed in India on 13 September 2019
\n\n  good product\n\n,4.0 out of 5 stars,Reviewed in India on 20 January 2021
\n\n  Generally these are good but the recent product received is pathetic. Compromise on Quality cannot be afforded by such global brands. Really hampers the credibility.\n\n,1.0 out of 5 stars,Reviewed in India on 18 September 2020
\n\n  I use first time this product...its very worst product....so many rashes in my baby bum....really i sugeest pls dont purchase any one....this product its harmful 4 baby\n\n,1.0 out of 5 stars,Reviewed in India on 26 December 2020
\n\n  Most efficient and value for money diapers for the little ones. I have been ordering these only since my little one was born because of the premium quality at the right price unlike other low quality products. Recommend this over other brands.\n\n,5.0 out of 5 stars,Reviewed in India on 28 September 2019
\n\n  Lasts long and is good only problem is it starts hanging as the weight increase and appears that it has become soiled when it's only an hour after the baby has worn it\n\n,4.0 out of 5 stars,Reviewed in India on 30 December 2018
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 20 March 2021
\n\n  Avarege\n\n,2.0 out of 5 stars,Reviewed in India on 17 February 2021
\n\n  It's a very poor quality. I always ordered from flip cart and received a good quality products but last time I ordered from Amazon and it's very bad quality of diaper..\n\n,1.0 out of 5 stars,Reviewed in India on 24 September 2019
"\n\n  Really WAS a good product. But after purchasing the product in great festival can't say this even good. Quality has been detoriated a lot. Then what's the use to slash price and fool people with cheaper rate. Inferior quality with low price, so no big deal.\n\n",5.0 out of 5 stars,Reviewed in India on 30 June 2019
\n\n  I love this product because of the fragrance and a little of quality then other\n\n,4.0 out of 5 stars,Reviewed in India on 3 September 2020
\n\n  Awesome product\n\n,5.0 out of 5 stars,Reviewed in India on 21 January 2021
\n\n  It\u2019s leaking this time product quality is not good and absorbing capacity is not good ... I am not planning to go for it again\n\n,1.0 out of 5 stars,Reviewed in India on 14 October 2020
"\n\n  Not bad, but peace is very high\n\n",2.0 out of 5 stars,Reviewed in India on 4 October 2020
\n\n  From Aug 2019 Huggies diaper : They changed diaper cloth material and not worth for a single penny.Leakaging in all diapers.First time felt very very bad after getting this.Using for past 1 year but this is the first time with horrible experience.\n\n,1.0 out of 5 stars,Reviewed in India on 19 August 2019
\n\n  I was purchasing this product online since my child is born.But this time you guys delivered fake product under real packing.It is more thin and leaky than ever.Never hope to order again.\n\n,1.0 out of 5 stars,Reviewed in India on 20 October 2019
"\n\n  The product is skin friendly for my baby. When I tried diapers from other companies, there had been some harsh effect on the skin. However, this has been the best and had negligible effect.\n\n",5.0 out of 5 stars,Reviewed in India on 11 April 2019
\n\n  Least absorbent...have to change frequently.fragile gets torn off while wearing.\n\n,1.0 out of 5 stars,Reviewed in India on 17 October 2019
"\n\n  I ordered combo of 46*2 pack, I received only one pack, should I consider it as a cheating??? Very disappointing\n\n",1.0 out of 5 stars,Reviewed in India on 12 August 2020
\n\n  Awesome... Love the product\n\n,5.0 out of 5 stars,Reviewed in India on 30 September 2020
\n\n  Very nice\n\n,5.0 out of 5 stars,Reviewed in India on 20 January 2021
\n\n  Good product\n\n,4.0 out of 5 stars,Reviewed in India on 18 April 2021
"\n\n  Good Product,timely delivery\n\n",5.0 out of 5 stars,Reviewed in India on 2 May 2021
\n\n  This product is not good. It is not absorbing and leaking badly. Waste of money. I used to buy Huggies for my kid regularly. But this doesn\u2019t look like genuine huggies. I couldn\u2019t return the item as well as it is non returnable. Losing faith in Amazon.\n\n,1.0 out of 5 stars,Reviewed in India on 5 September 2019
"\n\n  Very fast delivery within 12hours, Everything very nice\n\n",5.0 out of 5 stars,Reviewed in India on 3 December 2020
\n\n  Softer than other company product. It's having pleasant smell also\n\n,5.0 out of 5 stars,Reviewed in India on 21 October 2019
"\n\n  Excellent Product,  most important is the Cushiony Waist band, which is so soft that it helps prevent the occurrence of red marks around the baby's waist and it's very Comfortable.\n\n",5.0 out of 5 stars,Reviewed in India on 7 May 2020
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 9 March 2021
\n\n  Good Quality diaper comes with mild perfume smell.\n\n,5.0 out of 5 stars,Reviewed in India on 5 June 2020
\n\n  better than all. always go for huggies...........best product\n\n,5.0 out of 5 stars,Reviewed in India on 23 March 2020
"\n\n  Last time we bought this product was fine but this time there are not leak proof any more,with in 4 hours baby's pant gets wet sometimes even bed. Quality is not upto the mark.\n\n",1.0 out of 5 stars,Reviewed in India on 21 November 2020
\n\n  My baby fits well in this.. from day 1 he is using this only. We like it so much. No complaints..\n\n,5.0 out of 5 stars,Reviewed in India on 23 September 2020
\n\n  Fibres coming out from diaper surface while baby wearing it.needs improvement in quality\n\n,4.0 out of 5 stars,Reviewed in India on 27 November 2020
\n\n  Pants are smaller than normal 9-14KG size pants. It is actually medium size pants\n\n,3.0 out of 5 stars,Reviewed in India on 7 August 2019
"\n\n  Compared to other great brands, huggies is definitely better.. Only disadvantage in huggies wonder pants is that the pants are not so easy to tear (a suggestion to HUGGIES COMPANY to improve on this). The elastic hurts the baby if not torn carefully..\n\n",3.0 out of 5 stars,Reviewed in India on 27 January 2015
\n\n  Comfortable & softnessAmazon ontime deliverOverall i am very happy to buy this product\n\n,5.0 out of 5 stars,Reviewed in India on 16 April 2019
"\n\n  Very good product and suitable for baby soft skin. No rashes, NO itching. Very much comfortable and lightweight.\n\n",5.0 out of 5 stars,Reviewed in India on 20 September 2020
"\n\n  I bought aonthly pack of these diapers. Diapers are very good in the name of quality, absorbance and softness. Fits in the budget,  price is affordable when compared to other brands.\n\n",4.0 out of 5 stars,Reviewed in India on 27 June 2019
\n\n  Old packet has been delivered.\n\n,3.0 out of 5 stars,Reviewed in India on 7 August 2020
"\n\n  Product quality not good,  it is very thin and will bulge in just 1 hour.Earlier huggies Diaper pants was lasting for around 8 hours. Hence the product quality is of low quality and really thin. I would like to return the product.\n\n",1.0 out of 5 stars,Reviewed in India on 4 September 2019
\n\n  The second pack of diapers seem to be an old/aged product. The diaper is very stiff on the back unlike how huggies are. It seems to be a bad lot and has been sold without a check.\n\n,3.0 out of 5 stars,Reviewed in India on 12 January 2020
"\n\n  Best we like of this product is the waist part. It's very soft, don't leave any mark on babies skin.\n\n",5.0 out of 5 stars,Reviewed in India on 28 September 2019
\n\n  Products are very good\U0001f44d. Thanks Amazon for your valuable service.\n\n,5.0 out of 5 stars,Reviewed in India on 26 September 2020
\n\n  I get this Monday but it's not pack it's open not cover any it's very bad and it's not a leak proof very bad experience from Amazon service I am not preferred it again and not suggesting any others\n\n,2.0 out of 5 stars,Reviewed in India on 20 January 2020
\n\n  Awesome product\n\n,4.0 out of 5 stars,Reviewed in India on 19 August 2020
\n\n  Third class quality product. Sharp white sand like material leaked from diaper which is very disappointing and my beby was so uncomfortable.\n\n,1.0 out of 5 stars,Reviewed in India on 18 January 2021
\n\n  It\u2019s a worst product I have ever used.Substandard..Better to go for Mummypoko or pampers\n\n,1.0 out of 5 stars,Reviewed in India on 15 June 2019
\n\n  Complete soft and fit\n\n,5.0 out of 5 stars,Reviewed in India on 23 July 2020
\n\n  It's totally waste.. .. I think it's not a original product.. .. I have been using huggies for past one year.. . But this product on using the first two diapers my baby got red rashes . Worst Amazon purchase ever\n\n,1.0 out of 5 stars,Reviewed in India on 11 October 2019
"\n\n  old stock or duplicate, it breaks if used only for 4 Hrs & comes some cotton like material from it. Never going to buy from amazon any non returnable product.\n\n",1.0 out of 5 stars,Reviewed in India on 28 February 2019
\n\n  It's good product with perfect sizes of diapers for babies as described ages of babies.Nice quality of diapers\n\n,5.0 out of 5 stars,Reviewed in India on 9 January 2020
\n\n  Product quality is not good I order bubble bed dipper but it not like that the product quality is bad...I can't ordar be a next time sorry disappointed this product...\n\n,2.0 out of 5 stars,Reviewed in India on 19 May 2020
\n\n  Not happy with this product.\n\n,2.0 out of 5 stars,Reviewed in India on 23 June 2020
"\n\n  Very very cheap quality product , no leak proof .It's very poor quality .Bought monthly pack now thinking what i need to do of pending units . Beacuse it's no way to use\n\n",1.0 out of 5 stars,Reviewed in India on 14 December 2019
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 20 January 2021
\n\n  Product as expected\n\n,4.0 out of 5 stars,Reviewed in India on 2 August 2020
\n\n  Company claims that it absorb up to 12 hrs. But this diaper is not for more than 4 hrs. The quality of diaper is very down. Very disappointed.\n\n,2.0 out of 5 stars,Reviewed in India on 21 February 2021
\n\n  Now I buy 200 Nos. I nearby used 10 Nos.. All are leaking...But 3 months back I buy the same product.  But at that time product is ok\n\n,2.0 out of 5 stars,Reviewed in India on 6 September 2019
\n\n  This combo pack is completely of different quality. Does not look original quality.\n\n,2.0 out of 5 stars,Reviewed in India on 17 August 2019
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 25 September 2020
"\n\n  Out of 5 diapers used so far, 3 get torn while wearing to my child. Very poor quality material used. Will not go with Huggies again, infant Pampers are worth buying.\n\n",1.0 out of 5 stars,Reviewed in India on 25 July 2019
\n\n  This looks like a duplicate product and most importantly huggies bubble bed technology is not given in these diapers\n\n,1.0 out of 5 stars,Reviewed in India on 12 March 2021
\n\n  This time delivered product is worst of all time... duplicate... with in an hour of use it's overflowed...If possible I would love to return it....Pls don't cheat with customer.. Mr.Amazon\n\n,1.0 out of 5 stars,Reviewed in India on 6 February 2020
\n\n  It is really bad in absorbent whereas other brands are best in quality. It is the fault of seller as well because I had purchased before this at that time it was good in quality.\n\n,1.0 out of 5 stars,Reviewed in India on 19 December 2019
"\n\n  too much of leakage from the sides, can I return one packet pleaseit's a complete waste product for me.\n\n",1.0 out of 5 stars,Reviewed in India on 21 August 2020
\n\n  Good product but should by more soft and easily absorbant.\n\n,3.0 out of 5 stars,Reviewed in India on 23 July 2019
\n\n  This time which I purchase thats are not leak proof. Very disappointed\n\n,1.0 out of 5 stars,Reviewed in India on 6 October 2020
\n\n  good\n\n,4.0 out of 5 stars,Reviewed in India on 8 November 2020
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 10 September 2020
"\n\n  Ok product,  can't hold urine during night time. Getting leak from front top and urine just stored in front side not spreading and utilizing complete diaper.\n\n",3.0 out of 5 stars,Reviewed in India on 9 November 2017
\n\n  Good Product very Nice\n\n,5.0 out of 5 stars,Reviewed in India on 8 February 2021
\n\n  Worst diaper ever..It leaks after 1 ht of use n baby had rashes\n\n,1.0 out of 5 stars,Reviewed in India on 6 October 2020
\n\n  Good one\n\n,4.0 out of 5 stars,Reviewed in India on 3 January 2021
\n\n  This is for the 1st time I am not happy with the pampers as they r tearing on its own and not able to sustain. Unfortunately can\u2019t even return as per amazon policy .Really upset\n\n,1.0 out of 5 stars,Reviewed in India on 1 September 2019
\n\n  Very nice product \U0001f44d\n\n,5.0 out of 5 stars,Reviewed in India on 2 February 2021
\n\n  Quality of diapers iof all brands in terms of absorbance varies alot. If I buy 8-20 pc packet... absorbance of diaper is very good...in comparison to 64 or more pcs packet\n\n,3.0 out of 5 stars,Reviewed in India on 16 January 2020
"\n\n  sorry ,I have received the product on time .mistakenly I wrote wrong feedback sorry\n\n",1.0 out of 5 stars,Reviewed in India on 30 March 2020
\n\n  Qualty is bad.. it tears when we try to wear it to baby\n\n,2.0 out of 5 stars,Reviewed in India on 8 November 2019
"\n\n  Overall it's a very good product in terms of absorbency , leak proof and softness.\n\n",4.0 out of 5 stars,Reviewed in India on 7 February 2021
\n\n  The product has a defect. It dont absorbs an dleaks within 2 hrs. I feel cheated as this doesnt have a return policy\n\n,1.0 out of 5 stars,Reviewed in India on 26 September 2020
\n\n  We have received one pack of 46  paints please delivered one another pack of 46 pack diapers because we have booked a combo pack of 2 packs of 46 diapers.\n\n,1.0 out of 5 stars,Reviewed in India on 28 October 2020
\n\n  Extremely poor absorbing and not at all leak proof. Seems to be a duplicate product which delivered this time.\n\n,1.0 out of 5 stars,Reviewed in India on 29 December 2020
\n\n  Getting tore in the middle of d diapers. If not careful excretion s gets leaked.\n\n,2.0 out of 5 stars,Reviewed in India on 17 March 2021
"\n\n  Horrible product, with one use my baby got severe rash, dnt know what to do with remaining diapers, I used only one out of 128\n\n",1.0 out of 5 stars,Reviewed in India on 3 January 2021
\n\n  Very nice and good in feel n comfort\n\n,5.0 out of 5 stars,Reviewed in India on 5 March 2021
\n\n  I really hated the product.... I always used pamper pants for my little one.. n now wanted to give a try to huggies......but had a very bad experience..... coz of leakage my child is having disturbed sleep  .... Pampers is best..\n\n,1.0 out of 5 stars,Reviewed in India on 7 July 2019
\n\n  Good product With absorbing capacity\n\n,4.0 out of 5 stars,Reviewed in India on 21 January 2020
\n\n  Nice but strechness is my issue. Soft but not very soft\n\n,4.0 out of 5 stars,Reviewed in India on 1 October 2019
"\n\n  Great fit, leaks on very few occasions. Overall great product.\n\n",5.0 out of 5 stars,Reviewed in India on 6 January 2020
\n\n  I have been ordering this from past 4-5 times but this time the quality is pathetic. The absorbing material is not at good quality.\n\n,1.0 out of 5 stars,Reviewed in India on 25 July 2019
\n\n  product is nice but costlier\n\n,3.0 out of 5 stars,Reviewed in India on 8 February 2020
\n\n  The new design(Red color)in huggies diapers is totally terrible since the elasticity around waist is very thin leakage happens every time when baby wears it. It doesn't serve the purpose totally waste of money.\n\n,3.0 out of 5 stars,Reviewed in India on 24 August 2019
\n\n  VERY GOOD DIAPERS. SOFT AND COMFORTABLE FOR MY DAUGHTER.\n\n,5.0 out of 5 stars,Reviewed in India on 15 October 2019
\n\n  It's a very good product .my baby use this diper almost 2month but no Rushing issue in skin .\n\n,5.0 out of 5 stars,Reviewed in India on 3 February 2020
\n\n  It's poor quality Daipers.  its leakage had bad experienced with multiple daiper change in a day for my baby. Not worth of buying\n\n,1.0 out of 5 stars,Reviewed in India on 31 January 2021
"\n\n  Excellent product, but seems to be a bit smaller in size than others. So order one size up for a better fit!\n\n",4.0 out of 5 stars,Reviewed in India on 1 March 2018
\n\n  quality missedprevious booked daipers quantity is goodbut today not satisfied with quantity no think ness very easy to leak diapers\n\n,1.0 out of 5 stars,Reviewed in India on 15 October 2020
"\n\n  Its not good at all. Its nothing compared to pampers monthly pack. Baby got rashes. When i checked, the polythene layer was visible. Every diaper had the same problem. Please do not buy for your babies. For a few rupees more Pampers is much better for our babies.\n\n",1.0 out of 5 stars,Reviewed in India on 31 May 2018
\n\n  Always the best.. Go ahead and buy in amazon.. Real product at good price\n\n,5.0 out of 5 stars,Reviewed in India on 9 May 2020
\n\n  The quality of the product was not good. The diaper doesn't even last 2 hrs. It leaks after sometime. Allover the product was very bad. It was very disappointing & waste of money.\n\n,1.0 out of 5 stars,Reviewed in India on 22 April 2020
"\n\n  It doesn't absorb more than 2 hours, after every two hours of interval it gets leak and resulting the consumption of diapers in a day is higher. Please improve rest all are ok.\n\n",1.0 out of 5 stars,Reviewed in India on 10 March 2020
\n\n  It's badluck to purchase Huggies. Very waste brand on diaper product. Cheated badly. Highlighting a new features but so sad ...Pamper is always good ..4 years used ...no objection...\n\n,1.0 out of 5 stars,Reviewed in India on 21 December 2019
"\n\n  Diapers quality is but cost is high, since such a combo pack price is more compared to other brands\n\n",4.0 out of 5 stars,Reviewed in India on 18 July 2020
\n\n  It's leaking ..... product is not good.....it is daily leaking without filling the pant.....we want to return the product....\n\n,2.0 out of 5 stars,Reviewed in India on 13 November 2020
\n\n  Nice this\n\n,5.0 out of 5 stars,Reviewed in India on 24 June 2020
\n\n  Good n v fast delivery\n\n,5.0 out of 5 stars,Reviewed in India on 1 March 2020
\n\n  Thank u for giving this great product because I was fear of seeing  the bad review but really I got a good product\n\n,4.0 out of 5 stars,Reviewed in India on 4 August 2019
"\n\n  I am a regular customer and last two delivery qualities bad .Not easy to fit perfectly ,sometimes leak from side and absorbent quality not good.\n\n",1.0 out of 5 stars,Reviewed in India on 2 November 2019
"\n\n  Diaper is not that good,  ok ok, not good for night, good for day wearing, start leaking in night time.\n\n",2.0 out of 5 stars,Reviewed in India on 19 November 2020
"\n\n  It is a great product. Its absorbing quality is very good. Tf your baby is pooping liquid, Huggies the best one\n\n",5.0 out of 5 stars,Reviewed in India on 16 August 2018
\n\n  Very nice product\n\n,5.0 out of 5 stars,Reviewed in India on 14 February 2021
\n\n  Rate is cheap compared to pampers. Thank you Huggies.\n\n,5.0 out of 5 stars,Reviewed in India on 4 March 2020
\n\n  Bad\n\n,1.0 out of 5 stars,Reviewed in India on 5 December 2020
"\n\n  Excellent diapers... Have used all brands mamy poko pants, pampers, snuggles but found huggies to be the best for my baby... It's really nice n my child is very comfortable in it...\n\n",5.0 out of 5 stars,Reviewed in India on 29 March 2020
\n\n  Nice product\n\n,5.0 out of 5 stars,Reviewed in India on 17 June 2020
"\n\n  Worst quality,not even work 1hour , leaking outside,very bad quality,Amazon must watch out what product is serving through his website.\n\n",1.0 out of 5 stars,Reviewed in India on 25 November 2020
\n\n  Good product\n\n,5.0 out of 5 stars,Reviewed in India on 29 January 2021
"\n\n  Worst and duplicate product,, huggies plz improve ur quality.. Previous diapers were Gud.. Don't purchase.... Layer of bubbles iz v harsh for babies...\n\n",1.0 out of 5 stars,Reviewed in India on 6 August 2020
\n\n  It was astonishing to know about the product it was delivered as it contained only 1 packet instead of 2.Its for first time that my order was incomplete\n\n,1.0 out of 5 stars,Reviewed in India on 21 August 2020
"\n\n  Every time I use to purchase huggies in amazon,those items are good ,  this time also I buy from amazon choice but the huggies product which I recieved was very bad quality... it's getting tared and getting leak...\n\n",1.0 out of 5 stars,Reviewed in India on 27 August 2019
"\n\n  I was using other brand's diaper pants but when I tried this one for my 18 months baby boy., I fixed this for further...I could see the comfort the baby was feeling...\n\n",5.0 out of 5 stars,Reviewed in India on 23 June 2020
"\n\n  Leaking it inside ,the gel bubbles came out,look like unsafe for the baby\n\n",2.0 out of 5 stars,Reviewed in India on 27 February 2021
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 18 August 2020
\n\n  This is the worst diaper ever. I have to change the diaper atleast 3 or 4 in a single night. It leaks very quickly\n\n,1.0 out of 5 stars,Reviewed in India on 13 April 2021
\n\n  Quality is genuine.i got this @699.It is a combo pack 46+46( large size).\n\n,5.0 out of 5 stars,Reviewed in India on 18 August 2020
"\n\n  Could see a white sponge on  the baby\u2019s skin, was different in thickness then what I usually get  from local shops\n\n",1.0 out of 5 stars,Reviewed in India on 9 February 2021
"\n\n  Usually there are 4 bags of 32 diapers each, the bbox I have received has only 3 bags of 32 diapers each\n\n",1.0 out of 5 stars,Reviewed in India on 6 February 2019
"\n\n  Wonderful product, it's leak proof n absorbs well\n\n",5.0 out of 5 stars,Reviewed in India on 4 July 2019
"\n\n  Great to use as you know huggies, highly recommended.\n\n",5.0 out of 5 stars,Reviewed in India on 1 October 2020
\n\n  This product is too good but after two observance of urine it smells that I don\u2019t like\n\n,4.0 out of 5 stars,Reviewed in India on 27 November 2020
\n\n  \U0001f44d\n\n,4.0 out of 5 stars,Reviewed in India on 18 April 2021
\n\n  Excellent\n\n,5.0 out of 5 stars,Reviewed in India on 3 April 2021
"\n\n  I dislike the product, there are four pack in this item, one pack is fine wherein bad smell is coming out of three pack,We want return the product which we haven't used\n\n",1.0 out of 5 stars,Reviewed in India on 1 March 2020
\n\n  Best diaper pants for your baby. Completely leak proof & easy to use. Montly pack is pocket friendly.\n\n,5.0 out of 5 stars,Reviewed in India on 21 October 2018
\n\n  Product OK paking is damaged..\U0001f621\n\n,2.0 out of 5 stars,Reviewed in India on 5 April 2021
\n\n  Serves the purpose but leaks a bit in morning which may depend upon the baby\n\n,4.0 out of 5 stars,Reviewed in India on 16 October 2018
\n\n  Absorption rate is colossal but elastic quality is only OK.Sometimes from elastic it tears up even on small force.\n\n,5.0 out of 5 stars,Reviewed in India on 26 June 2020
"\n\n  Excellent diapers for the price, really soft on my babies skin and no rashes, easily lasts for 12 hours and have never leaked, best diapers.\n\n",5.0 out of 5 stars,Reviewed in India on 28 September 2019
\n\n  Quality is not good and I bought l size but this is small  my child wear l size  but this is not comfortable I need to exchange  it\n\n,1.0 out of 5 stars,Reviewed in India on 14 September 2020
\n\n  . in top of the cover it shows as large but inside the diaper was too small i think so it should be small or medium\n\n,1.0 out of 5 stars,Reviewed in India on 23 November 2018
\n\n  We have tried all others but this works the best for our baby\n\n,5.0 out of 5 stars,Reviewed in India on 12 January 2020
\n\n  I bought two monthly packs one large and one medium. Both the diapers are same size and infact they are the same size as the small size diapers which I had previously bought.\n\n,1.0 out of 5 stars,Reviewed in India on 13 March 2018
\n\n  Fibres were not intact. coming out\n\n,1.0 out of 5 stars,Reviewed in India on 8 November 2019
\n\n  Worst quality...Not absorb properly...Supples is very much better than this...\n\n,1.0 out of 5 stars,Reviewed in India on 31 October 2020
\n\n  Low absorption uncomfortable for kids\n\n,1.0 out of 5 stars,Reviewed in India on 31 August 2019
"\n\n  It's is best product, best quality and best size for us ( Three month baby). Huggies of Long size for healthy baby is 3 month to 5,6,7,8 etc,\n\n",5.0 out of 5 stars,Reviewed in India on 1 November 2020
\n\n  This time one packet full damage. Just using two hour it broke inside. So my money wastage which I can't refund it. So I request to Amazon not to delivery such type of factory rejected goods\n\n,1.0 out of 5 stars,Reviewed in India on 15 December 2019
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 25 July 2020
\n\n  Really disappointed with this diaper..Can't absorb even a 50 ml..It was leaking all the time..Guys...pls don't buy this\n\n,1.0 out of 5 stars,Reviewed in India on 8 June 2020
\n\n  Good products\n\n,5.0 out of 5 stars,Reviewed in India on 11 July 2020
\n\n  Not good quality Compare to pamper pants\n\n,1.0 out of 5 stars,Reviewed in India on 19 December 2020
\n\n  As expected\n\n,4.0 out of 5 stars,Reviewed in India on 21 October 2020
\n\n  Everything was quite good but only once it got leaked i don't know whats the problem but perfect in everything\n\n,5.0 out of 5 stars,Reviewed in India on 9 August 2020
\n\n  Huggies is good\n\n,4.0 out of 5 stars,Reviewed in India on 15 April 2021
\n\n  Nice product \U0001f44d\n\n,3.0 out of 5 stars,Reviewed in India on 17 April 2021
"\n\n  This product is worst ,whenever my child is using this Huggies always redness n itching appears over both thigh and buttock.I think this is not original product.Kindly resolve my issue\n\n",1.0 out of 5 stars,Reviewed in India on 20 August 2018
"\n\n  Product is good but even if my son is only 11.5 kgs, L size i.e. 9-14 kgs didn't fit my son. Already opened and therefore couldn't even return... total waste of money...\n\n",1.0 out of 5 stars,Reviewed in India on 23 May 2019
\n\n  Like\n\n,5.0 out of 5 stars,Reviewed in India on 19 March 2021
"\n\n  The pack of 2 was good. So I decided to go on with Huggies this time(I always prefer pampers). But, Comparably Coverage area is less and the diaper is very hard. I will stick to Pampers\n\n",2.0 out of 5 stars,Reviewed in India on 6 April 2014
"\n\n  Not good for night, last for 4 to 6 hrs only\n\n",3.0 out of 5 stars,Reviewed in India on 24 February 2020
"\n\n  Its value of money I saved my hard earned money, thanks for the discount.\n\n",5.0 out of 5 stars,Reviewed in India on 13 April 2019
\n\n  Nice product\n\n,5.0 out of 5 stars,Reviewed in India on 4 March 2020
\n\n  Soft for baby skinNo leakageLast long... we have used for six to eight hours but no harm to baby skin\n\n,5.0 out of 5 stars,Reviewed in India on 7 January 2019
\n\n  Purchased this product. Worst quality. They mentioned as leak proof but that's not true. Tried to exchange but the response for that is also bad. Poor response customer care.\n\n,5.0 out of 5 stars,Reviewed in India on 19 October 2019
\n\n  Don't purchase it in online... As I observed that product is having the variation of 100rupees compared to offline at outside.\n\n,1.0 out of 5 stars,Reviewed in India on 14 July 2020
\n\n  I am rating this diaper brand after I used Mamy Poko Pants..I love the Mamy Poko Pants in all manners...I regretted to use Huggies for 2 months..\n\n,2.0 out of 5 stars,Reviewed in India on 4 March 2020
\n\n  nice product thankyou\n\n,5.0 out of 5 stars,Reviewed in India on 22 January 2020
\n\n  Every time I buy Huggies daiper pant they are good .but this time I found a lot of daipers have small holls in elastic waist.this time I am disappointed.\n\n,3.0 out of 5 stars,Reviewed in India on 9 March 2020
\n\n  Good\n\n,5.0 out of 5 stars,Reviewed in India on 20 May 2020
\n\n  Low quality\n\n,2.0 out of 5 stars,Reviewed in India on 26 May 2020
\n\n  Good product & durable. Very smooth for babies skin..\n\n,4.0 out of 5 stars,Reviewed in India on 17 November 2019
\n\n  Excellent ....Very soft and it won't make any rashes on baby's skin\n\n,5.0 out of 5 stars,Reviewed in India on 7 December 2020
\n\n  Better than Pampers from my experience. Go for it!\n\n,5.0 out of 5 stars,Reviewed in India on 5 August 2020
\n\n  Very soft and gentle....\n\n,5.0 out of 5 stars,Reviewed in India on 13 November 2019
\n\n  Worth for Money\n\n,5.0 out of 5 stars,Reviewed in India on 9 December 2020
\n\n  They have been constantly excellent.\n\n,4.0 out of 5 stars,Reviewed in India on 5 August 2019
\n\n  I use almost every brand of diapers for my baby..huggies is best in all\n\n,5.0 out of 5 stars,Reviewed in India on 2 May 2021
